continent,common_name,species_name
Oceana,Scheepmaker's Crowned-Pigeon,Goura scheepmakeri
Oceana,Victoria Crowned-Pigeon,Goura victoria
Oceana,Tooth-billed Pigeon,Didunculus strigirostris
Oceana,Black-banded Fruit-Dove,Ptilinopus alligator
Oceana,Wompoo Fruit-Dove,Ptilinopus magnificus
Oceana,Pink-spotted Fruit-Dove,Ptilinopus perlatus
Oceana,Ornate Fruit-Dove,Ptilinopus ornatus
Oceana,Tanna Fruit-Dove,Ptilinopus tannensis
Oceana,Orange-fronted Fruit-Dove,Ptilinopus aurantiifrons
Oceana,Wallace's Fruit-Dove,Ptilinopus wallacii
Oceana,Superb Fruit-Dove,Ptilinopus superbus
Oceana,Many-colored Fruit-Dove,Ptilinopus perousii
Oceana,Purple-capped Fruit-Dove,Ptilinopus ponapensis
Oceana,Kosrae Fruit-Dove,Ptilinopus hernsheimi
Oceana,Crimson-crowned Fruit-Dove,Ptilinopus porphyraceus
Oceana,Palau Fruit-Dove,Ptilinopus pelewensis
Oceana,Cook Islands Fruit-Dove,Ptilinopus rarotongensis
Oceana,Mariana Fruit-Dove,Ptilinopus roseicapilla
Oceana,Rose-crowned Fruit-Dove,Ptilinopus regina
Oceana,Silver-capped Fruit-Dove,Ptilinopus richardsii
Oceana,Gray-green Fruit-Dove,Ptilinopus purpuratus
Oceana,Makatea Fruit-Dove,Ptilinopus chalcurus
Oceana,Atoll Fruit-Dove,Ptilinopus coralensis
Oceana,Red-bellied Fruit-Dove,Ptilinopus greyi
Oceana,Rapa Fruit-Dove,Ptilinopus huttoni
Oceana,White-capped Fruit-Dove,Ptilinopus dupetithouarsii
Oceana,Red-moustached Fruit-Dove,Ptilinopus mercierii
Oceana,Henderson Island Fruit-Dove,Ptilinopus insularis
Oceana,Coroneted Fruit-Dove,Ptilinopus coronulatus
Oceana,Beautiful Fruit-Dove,Ptilinopus pulchellus
Oceana,White-breasted Fruit-Dove,Ptilinopus rivoli
Oceana,Yellow-bibbed Fruit-Dove,Ptilinopus solomonensis
Oceana,Claret-breasted Fruit-Dove,Ptilinopus viridis
Oceana,White-headed Fruit-Dove,Ptilinopus eugeniae
Oceana,Orange-bellied Fruit-Dove,Ptilinopus iozonus
Oceana,Knob-billed Fruit-Dove,Ptilinopus insolitus
Oceana,Dwarf Fruit-Dove,Ptilinopus nainus
Oceana,Orange Dove,Ptilinopus victor
Oceana,Golden Dove,Ptilinopus luteovirens
Oceana,Velvet Dove,Ptilinopus layardi
Oceana,Cloven-feathered Dove,Drepanoptila holosericea
Oceana,Spectacled Imperial-Pigeon,Ducula perspicillata
Oceana,Elegant Imperial-Pigeon,Ducula concinna
Oceana,Pacific Imperial-Pigeon,Ducula pacifica
Oceana,Red-knobbed Imperial-Pigeon,Ducula rubricera
Oceana,Micronesian Imperial-Pigeon,Ducula oceanica
Oceana,Polynesian Imperial-Pigeon,Ducula aurorae
Oceana,Marquesas Imperial-Pigeon,Ducula galeata
Oceana,Spice Imperial-Pigeon,Ducula myristicivora
Oceana,Purple-tailed Imperial-Pigeon,Ducula rufigaster
Oceana,Finsch's Imperial-Pigeon,Ducula finschii
Oceana,Rufescent Imperial-Pigeon,Ducula chalconota
Oceana,Island Imperial-Pigeon,Ducula pistrinaria
Oceana,Christmas Island Imperial-Pigeon,Ducula whartoni
Oceana,Peale's Imperial-Pigeon,Ducula latrans
Oceana,Chestnut-bellied Imperial-Pigeon,Ducula brenchleyi
Oceana,Baker's Imperial-Pigeon,Ducula bakeri
Oceana,New Caledonian Imperial-Pigeon,Ducula goliath
Oceana,Pinon's Imperial-Pigeon,Ducula pinon
Oceana,Bismarck Imperial-Pigeon,Ducula melanochroa
Oceana,Collared Imperial-Pigeon,Ducula mullerii
Oceana,Zoe's Imperial-Pigeon,Ducula zoeae
Oceana,Pied Imperial-Pigeon,Ducula bicolor
Oceana,Yellowish Imperial-Pigeon,Ducula subflavescens
Oceana,Torresian Imperial-Pigeon,Ducula spilorrhoa
Oceana,Topknot Pigeon,Lopholaimus antarcticus
Oceana,New Zealand Pigeon,Hemiphaga novaeseelandiae
Oceana,Chatham Island Pigeon,Hemiphaga chathamensis
Oceana,Papuan Mountain-Pigeon,Gymnophaps albertisii
Oceana,Pale Mountain-Pigeon,Gymnophaps solomonensis
Oceana,Chestnut-bellied Sandgrouse,Pterocles exustus
Oceana,Australian Bustard,Ardeotis australis
Oceana,Smooth-billed Ani,Crotophaga ani
Oceana,Buff-headed Coucal,Centropus milo
Oceana,Pied Coucal,Centropus ateralbus
Oceana,Biak Coucal,Centropus chalybeus
Oceana,Greater Black Coucal,Centropus menbeki
Oceana,Lesser Coucal,Centropus bengalensis
Oceana,Violaceous Coucal,Centropus violaceus
Oceana,Lesser Black Coucal,Centropus bernsteini
Oceana,Pheasant Coucal,Centropus phasianinus
Oceana,Chestnut-winged Cuckoo,Clamator coromandus
Oceana,Yellow-billed Cuckoo,Coccyzus americanus
Oceana,Mangrove Cuckoo,Coccyzus minor
Oceana,Dwarf Koel,Microdynamis parva
Oceana,Asian Koel,Eudynamys scolopaceus
Oceana,Pacific Koel,Eudynamys orientalis
Oceana,Long-tailed Koel,Urodynamis taitensis
Oceana,Channel-billed Cuckoo,Scythrops novaehollandiae
Oceana,Long-billed Cuckoo,Chrysococcyx megarhynchus
Oceana,Horsfield's Bronze-Cuckoo,Chrysococcyx basalis
Oceana,Black-eared Cuckoo,Chrysococcyx osculans
Oceana,Rufous-throated Bronze-Cuckoo,Chrysococcyx ruficollis
Oceana,Shining Bronze-Cuckoo,Chrysococcyx lucidus
Oceana,White-eared Bronze-Cuckoo,Chrysococcyx meyerii
Oceana,Little Bronze-Cuckoo,Chrysococcyx minutillus
Oceana,Pallid Cuckoo,Cacomantis pallidus
Oceana,White-crowned Koel,Cacomantis leucolophus
Oceana,Chestnut-breasted Cuckoo,Cacomantis castaneiventris
Oceana,Fan-tailed Cuckoo,Cacomantis flabelliformis
Oceana,Brush Cuckoo,Cacomantis variolosus
Oceana,Square-tailed Drongo-Cuckoo,Surniculus lugubris
Oceana,Large Hawk-Cuckoo,Hierococcyx sparverioides
Oceana,Northern Hawk-Cuckoo,Hierococcyx hyperythrus
Oceana,Hodgson's Hawk-Cuckoo,Hierococcyx nisicolor
Oceana,Indian Cuckoo,Cuculus micropterus
Oceana,Himalayan Cuckoo,Cuculus saturatus
Oceana,Common Cuckoo,Cuculus canorus
Oceana,Oriental Cuckoo,Cuculus optatus
Oceana,Tawny Frogmouth,Podargus strigoides
Oceana,Marbled Frogmouth,Podargus ocellatus
Oceana,Papuan Frogmouth,Podargus papuensis
Oceana,Solomons Frogmouth,Rigidipenna inexpectata
Oceana,Spotted Nightjar,Eurostopodus argus
Oceana,Solomons Nightjar,Eurostopodus nigripennis
Oceana,New Caledonian Nightjar,Eurostopodus exul
Oceana,White-throated Nightjar,Eurostopodus mystacalis
Oceana,Papuan Nightjar,Eurostopodus papuensis
Oceana,Archbold's Nightjar,Eurostopodus archboldi
Oceana,Common Nighthawk,Chordeiles minor
Oceana,Antillean Nighthawk,Chordeiles gundlachii
Oceana,Chuck-will's-widow,Antrostomus carolinensis
Oceana,Jungle Nightjar,Caprimulgus indicus
Oceana,Gray Nightjar,Caprimulgus jotaka
Oceana,Palau Nightjar,Caprimulgus phalaena
Oceana,Large-tailed Nightjar,Caprimulgus macrurus
Oceana,Savanna Nightjar,Caprimulgus affinis
Oceana,New Caledonian Owlet-nightjar,Aegotheles savesi
Oceana,Feline Owlet-nightjar,Aegotheles insignis
Oceana,Starry Owlet-nightjar,Aegotheles tatei
Oceana,Wallace's Owlet-nightjar,Aegotheles wallacii
Oceana,Archbold's Owlet-nightjar,Aegotheles archboldi
Oceana,Mountain Owlet-nightjar,Aegotheles albertisi
Oceana,Australian Owlet-nightjar,Aegotheles cristatus
Oceana,Vogelkop Owlet-nightjar,Aegotheles affinis
Oceana,Barred Owlet-nightjar,Aegotheles bennettii
Oceana,Papuan Spinetailed Swift,Mearnsia novaeguineae
Oceana,Chimney Swift,Chaetura pelagica
Oceana,White-throated Needletail,Hirundapus caudacutus
Oceana,Silver-backed Needletail,Hirundapus cochinchinensis
Oceana,Christmas Island Swiftlet,Collocalia natalis
Oceana,Cave Swiftlet,Collocalia linchi
Oceana,Plume-toed Swiftlet,Collocalia affinis
Oceana,Glossy Swiftlet,Collocalia esculenta
Oceana,Satin Swiftlet,Collocalia uropygialis
Oceana,Mountain Swiftlet,Aerodramus hirundinaceus
Oceana,White-rumped Swiftlet,Aerodramus spodiopygius
Oceana,Australian Swiftlet,Aerodramus terraereginae
Oceana,Bare-legged Swiftlet,Aerodramus nuditarsus
Oceana,Mayr's Swiftlet,Aerodramus orientalis
Oceana,Uniform Swiftlet,Aerodramus vanikorensis
Oceana,Mossy-nest Swiftlet,Aerodramus salangana
Oceana,Palau Swiftlet,Aerodramus pelewensis
Oceana,Mariana Swiftlet,Aerodramus bartschi
Oceana,Caroline Islands Swiftlet,Aerodramus inquietus
Oceana,Atiu Swiftlet,Aerodramus sawtelli
Oceana,Polynesian Swiftlet,Aerodramus leucophaeus
Oceana,Marquesan Swiftlet,Aerodramus ocistus
Oceana,Three-toed Swiftlet,Aerodramus papuensis
Oceana,Common Swift,Apus apus
Oceana,Pacific Swift,Apus pacificus
Oceana,House Swift,Apus nipalensis
Oceana,Moustached Treeswift,Hemiprocne mystacea
Oceana,Chestnut-headed Flufftail,Sarothrura lugens
Oceana,Corn Crake,Crex crex
Oceana,Lewin's Rail,Lewinia pectoralis
Oceana,Auckland Islands Rail,Lewinia muelleri
Oceana,Bare-eyed Rail,Gymnocrex plumbeiventris
Oceana,Chestnut Rail,Gallirallus castaneoventris
Oceana,Weka,Gallirallus australis
Oceana,New Caledonian Rail,Gallirallus lafresnayanus
Oceana,Lord Howe Rail,Gallirallus sylvestris
Oceana,Tahiti Rail,Gallirallus pacificus
Oceana,Buff-banded Rail,Gallirallus philippensis
Oceana,Chatham Islands Rail,Gallirallus modestus
Oceana,Dieffenbach's Rail,Gallirallus dieffenbachii
Oceana,New Britain Rail,Gallirallus insignis
Oceana,Woodford's Rail,Gallirallus woodfordi
Oceana,Bar-winged Rail,Gallirallus poecilopterus
Oceana,Guam Rail,Gallirallus owstoni
Oceana,Wake Island Rail,Gallirallus wakensis
Oceana,Barred Rail,Gallirallus torquatus
Oceana,Roviana Rail,Gallirallus rovianae
Oceana,Black-tailed Nativehen,Tribonyx ventralis
Oceana,Tasmanian Nativehen,Tribonyx mortierii
Oceana,Australian Crake,Porzana fluminea
Oceana,Makira Moorhen,Gallinula silvestris
Oceana,Eurasian Moorhen,Gallinula chloropus
Oceana,Common Gallinule,Gallinula galeata
Oceana,Dusky Moorhen,Gallinula tenebrosa
Oceana,Samoan Moorhen,Gallinula pacifica
Oceana,Eurasian Coot,Fulica atra
Oceana,Hawaiian Coot,Fulica alai
Oceana,Marquesan Swamphen,Porphyrio paepae
Oceana,New Caledonian Gallinule,Porphyrio kukwiedei
Oceana,Black-backed Swamphen,Porphyrio indicus
Oceana,South Island Takahe,Porphyrio hochstetteri
Oceana,North Island Takahe,Porphyrio mantelli
Oceana,Australasian Swamphen,Porphyrio melanotus
Oceana,Lord Howe Swamphen,Porphyrio albus
Oceana,White-browed Crake,Poliolimnas cinereus
Oceana,New Guinea Flightless Rail,Megacrex inepta
Oceana,Watercock,Gallicrex cinerea
Oceana,White-breasted Waterhen,Amaurornis phoenicurus
Oceana,Pale-vented Bush-hen,Amaurornis moluccana
Oceana,Chestnut Forest-Rail,Rallina rubra
Oceana,White-striped Forest-Rail,Rallina leucospila
Oceana,Forbes's Rail,Rallina forbesi
Oceana,Mayr's Rail,Rallina mayri
Oceana,Red-necked Crake,Rallina tricolor
Oceana,Red-legged Crake,Rallina fasciata
Oceana,Slaty-legged Crake,Rallina eurizonoides
Oceana,Ruddy-breasted Crake,Zapornia fusca
Oceana,Baillon's Crake,Zapornia pusilla
Oceana,Laysan Rail,Zapornia palmeri
Oceana,Hawaiian Rail,Zapornia sandwichensis
Oceana,Miller's Rail,Zapornia nigra
Oceana,Henderson Island Crake,Zapornia atra
Oceana,Spotless Crake,Zapornia tabuensis
Oceana,Kosrae Crake,Zapornia monasa
Oceana,Ocellated Crake,Micropygia schomburgkii
Oceana,Sarus Crane,Antigone antigone
Oceana,Brolga,Antigone rubicunda
Oceana,Bush Thick-knee,Burhinus grallarius
Oceana,Beach Thick-knee,Esacus magnirostris
Oceana,Pied Stilt,Himantopus leucocephalus
Oceana,Black Stilt,Himantopus novaezelandiae
Oceana,Black-necked Stilt,Himantopus mexicanus
Oceana,Banded Stilt,Cladorhynchus leucocephalus
Oceana,Red-necked Avocet,Recurvirostra novaehollandiae
Oceana,Eurasian Oystercatcher,Haematopus ostralegus
Oceana,Pied Oystercatcher,Haematopus longirostris
Oceana,South Island Oystercatcher,Haematopus finschi
Oceana,Chatham Oystercatcher,Haematopus chathamensis
Oceana,Variable Oystercatcher,Haematopus unicolor
Oceana,Sooty Oystercatcher,Haematopus fuliginosus
Oceana,Black-bellied Plover,Pluvialis squatarola
Oceana,European Golden-Plover,Pluvialis apricaria
Oceana,American Golden-Plover,Pluvialis dominica
Oceana,Pacific Golden-Plover,Pluvialis fulva
Oceana,Gray-headed Lapwing,Vanellus cinereus
Oceana,Banded Lapwing,Vanellus tricolor
Oceana,Masked Lapwing,Vanellus miles
Oceana,Red-breasted Dotterel,Charadrius obscurus
Oceana,Lesser Sand-Plover,Charadrius mongolus
Oceana,Greater Sand-Plover,Charadrius leschenaultii
Oceana,Caspian Plover,Charadrius asiaticus
Oceana,Double-banded Plover,Charadrius bicinctus
Oceana,Red-capped Plover,Charadrius ruficapillus
Oceana,Malaysian Plover,Charadrius peronii
Oceana,Kentish Plover,Charadrius alexandrinus
Oceana,Common Ringed Plover,Charadrius hiaticula
Oceana,Semipalmated Plover,Charadrius semipalmatus
Oceana,Long-billed Plover,Charadrius placidus
Oceana,Little Ringed Plover,Charadrius dubius
Oceana,Killdeer,Charadrius vociferus
Oceana,Oriental Plover,Charadrius veredus
Oceana,Eurasian Dotterel,Charadrius morinellus
Oceana,Red-kneed Dotterel,Erythrogonys cinctus
Oceana,Hooded Plover,Thinornis cucullatus
Oceana,Shore Plover,Thinornis novaeseelandiae
Oceana,Black-fronted Dotterel,Elseyornis melanops
Oceana,Inland Dotterel,Peltohyas australis
Oceana,Wrybill,Anarhynchus frontalis
Oceana,Plains-wanderer,Pedionomus torquatus
Oceana,Australian Painted-Snipe,Rostratula australis
Oceana,Comb-crested Jacana,Irediparra gallinacea
Oceana,Pheasant-tailed Jacana,Hydrophasianus chirurgus
Oceana,Upland Sandpiper,Bartramia longicauda
Oceana,Bristle-thighed Curlew,Numenius tahitiensis
Oceana,Whimbrel,Numenius phaeopus
Oceana,Little Curlew,Numenius minutus
Oceana,Far Eastern Curlew,Numenius madagascariensis
Oceana,Eurasian Curlew,Numenius arquata
Oceana,Bar-tailed Godwit,Limosa lapponica
Oceana,Black-tailed Godwit,Limosa limosa
Oceana,Hudsonian Godwit,Limosa haemastica
Oceana,Marbled Godwit,Limosa fedoa
Oceana,Ruddy Turnstone,Arenaria interpres
Oceana,Kiritimati Sandpiper,Prosobonia cancellata
Oceana,White-winged Sandpiper,Prosobonia leucoptera
Oceana,Moorea Sandpiper,Prosobonia ellisi
Oceana,Tuamotu Sandpiper,Prosobonia parvirostris
Oceana,Great Knot,Calidris tenuirostris
Oceana,Red Knot,Calidris canutus
Oceana,Ruff,Calidris pugnax
Oceana,Broad-billed Sandpiper,Calidris falcinellus
Oceana,Sharp-tailed Sandpiper,Calidris acuminata
Oceana,Stilt Sandpiper,Calidris himantopus
Oceana,Curlew Sandpiper,Calidris ferruginea
Oceana,Temminck's Stint,Calidris temminckii
Oceana,Long-toed Stint,Calidris subminuta
Oceana,Red-necked Stint,Calidris ruficollis
Oceana,Sanderling,Calidris alba
Oceana,Dunlin,Calidris alpina
Oceana,Baird's Sandpiper,Calidris bairdii
Oceana,Little Stint,Calidris minuta
Oceana,Least Sandpiper,Calidris minutilla
Oceana,White-rumped Sandpiper,Calidris fuscicollis
Oceana,Buff-breasted Sandpiper,Calidris subruficollis
Oceana,Pectoral Sandpiper,Calidris melanotos
Oceana,Semipalmated Sandpiper,Calidris pusilla
Oceana,Western Sandpiper,Calidris mauri
Oceana,Asian Dowitcher,Limnodromus semipalmatus
Oceana,Short-billed Dowitcher,Limnodromus griseus
Oceana,Long-billed Dowitcher,Limnodromus scolopaceus
Oceana,New Guinea Woodcock,Scolopax rosenbergii
Oceana,North Island Snipe,Coenocorypha barrierensis
Oceana,South Island Snipe,Coenocorypha iredalei
Oceana,Chatham Islands Snipe,Coenocorypha pusilla
Oceana,Snares Island Snipe,Coenocorypha huegeli
Oceana,Subantarctic Snipe,Coenocorypha aucklandica
Oceana,Latham's Snipe,Gallinago hardwickii
Oceana,Common Snipe,Gallinago gallinago
Oceana,Wilson's Snipe,Gallinago delicata
Oceana,Pin-tailed Snipe,Gallinago stenura
Oceana,Swinhoe's Snipe,Gallinago megala
Oceana,Terek Sandpiper,Xenus cinereus
Oceana,Wilson's Phalarope,Phalaropus tricolor
Oceana,Red-necked Phalarope,Phalaropus lobatus
Oceana,Red Phalarope,Phalaropus fulicarius
Oceana,Common Sandpiper,Actitis hypoleucos
Oceana,Spotted Sandpiper,Actitis macularius
Oceana,Green Sandpiper,Tringa ochropus
Oceana,Solitary Sandpiper,Tringa solitaria
Oceana,Gray-tailed Tattler,Tringa brevipes
Oceana,Wandering Tattler,Tringa incana
Oceana,Spotted Redshank,Tringa erythropus
Oceana,Greater Yellowlegs,Tringa melanoleuca
Oceana,Common Greenshank,Tringa nebularia
Oceana,Nordmann's Greenshank,Tringa guttifer
Oceana,Willet,Tringa semipalmata
Oceana,Lesser Yellowlegs,Tringa flavipes
Oceana,Marsh Sandpiper,Tringa stagnatilis
Oceana,Wood Sandpiper,Tringa glareola
Oceana,Common Redshank,Tringa totanus
Oceana,Red-backed Buttonquail,Turnix maculosus
Oceana,Black-breasted Buttonquail,Turnix melanogaster
Oceana,Chestnut-backed Buttonquail,Turnix castanotus
Oceana,Buff-breasted Buttonquail,Turnix olivii
Oceana,Painted Buttonquail,Turnix varius
Oceana,Red-chested Buttonquail,Turnix pyrrhothorax
Oceana,Little Buttonquail,Turnix velox
Oceana,Australian Pratincole,Stiltia isabella
Oceana,Collared Pratincole,Glareola pratincola
Oceana,Oriental Pratincole,Glareola maldivarum
Oceana,South Polar Skua,Stercorarius maccormicki
Oceana,Brown Skua,Stercorarius antarcticus
Oceana,Pomarine Jaeger,Stercorarius pomarinus
Oceana,Parasitic Jaeger,Stercorarius parasiticus
Oceana,Long-tailed Jaeger,Stercorarius longicaudus
Oceana,Japanese Murrelet,Synthliboramphus wumizusume
Oceana,Parakeet Auklet,Aethia psittacula
Oceana,Horned Puffin,Fratercula corniculata
Oceana,Tufted Puffin,Fratercula cirrhata
Oceana,Black-legged Kittiwake,Rissa tridactyla
Oceana,Sabine's Gull,Xema sabini
Oceana,Bonaparte's Gull,Chroicocephalus philadelphia
Oceana,Black-billed Gull,Chroicocephalus bulleri
Oceana,Silver Gull,Chroicocephalus novaehollandiae
Oceana,Black-headed Gull,Chroicocephalus ridibundus
Oceana,Laughing Gull,Leucophaeus atricilla
Oceana,Franklin's Gull,Leucophaeus pipixcan
Oceana,Black-tailed Gull,Larus crassirostris
Oceana,Pacific Gull,Larus pacificus
Oceana,Common Gull,Larus canus
Oceana,Ring-billed Gull,Larus delawarensis
Oceana,Western Gull,Larus occidentalis
Oceana,California Gull,Larus californicus
Oceana,Herring Gull,Larus argentatus
Oceana,Lesser Black-backed Gull,Larus fuscus
Oceana,Slaty-backed Gull,Larus schistisagus
Oceana,Glaucous-winged Gull,Larus glaucescens
Oceana,Glaucous Gull,Larus hyperboreus
Oceana,Kelp Gull,Larus dominicanus
Oceana,Brown Noddy,Anous stolidus
Oceana,Black Noddy,Anous minutus
Oceana,Lesser Noddy,Anous tenuirostris
Oceana,Gray Noddy,Anous albivitta
Oceana,Blue-gray Noddy,Anous ceruleus
Oceana,White Tern,Gygis alba
Oceana,Sooty Tern,Onychoprion fuscatus
Oceana,Gray-backed Tern,Onychoprion lunatus
Oceana,Bridled Tern,Onychoprion anaethetus
Oceana,Aleutian Tern,Onychoprion aleuticus
Oceana,Little Tern,Sternula albifrons
Oceana,Least Tern,Sternula antillarum
Oceana,Australian Fairy Tern,Sternula nereis
Oceana,Saunders's Tern,Sternula saundersi
Oceana,Gull-billed Tern,Gelochelidon nilotica
Oceana,Caspian Tern,Hydroprogne caspia
Oceana,Black Tern,Chlidonias niger
Oceana,White-winged Tern,Chlidonias leucopterus
Oceana,Whiskered Tern,Chlidonias hybrida
Oceana,Black-fronted Tern,Chlidonias albostriatus
Oceana,Roseate Tern,Sterna dougallii
Oceana,White-fronted Tern,Sterna striata
Oceana,Black-naped Tern,Sterna sumatrana
Oceana,Common Tern,Sterna hirundo
Oceana,Arctic Tern,Sterna paradisaea
Oceana,Antarctic Tern,Sterna vittata
Oceana,Great Crested Tern,Thalasseus bergii
Oceana,Elegant Tern,Thalasseus elegans
Oceana,Lesser Crested Tern,Thalasseus bengalensis
Oceana,Kagu,Rhynochetos jubatus
Oceana,White-tailed Tropicbird,Phaethon lepturus
Oceana,Red-billed Tropicbird,Phaethon aethereus
Oceana,Red-tailed Tropicbird,Phaethon rubricauda
Oceana,Pacific Loon,Gavia pacifica
Oceana,King Penguin,Aptenodytes patagonicus
Oceana,Emperor Penguin,Aptenodytes forsteri
Oceana,Adelie Penguin,Pygoscelis adeliae
Oceana,Gentoo Penguin,Pygoscelis papua
Oceana,Chinstrap Penguin,Pygoscelis antarcticus
Oceana,Yellow-eyed Penguin,Megadyptes antipodes
Oceana,Little Penguin,Eudyptula minor
Oceana,Magellanic Penguin,Spheniscus magellanicus
Oceana,Fiordland Penguin,Eudyptes pachyrhynchus
Oceana,Erect-crested Penguin,Eudyptes sclateri
Oceana,Macaroni Penguin,Eudyptes chrysolophus
Oceana,Royal Penguin,Eudyptes schlegeli
Oceana,Southern Rockhopper Penguin,Eudyptes chrysocome
Oceana,Moseley's Rockhopper Penguin,Eudyptes moseleyi
Oceana,Snares Penguin,Eudyptes robustus
Oceana,Yellow-nosed Albatross,Thalassarche chlororhynchos
Oceana,Gray-headed Albatross,Thalassarche chrysostoma
Oceana,Buller's Albatross,Thalassarche bulleri
Oceana,White-capped Albatross,Thalassarche cauta
Oceana,Salvin's Albatross,Thalassarche salvini
Oceana,Chatham Albatross,Thalassarche eremita
Oceana,Black-browed Albatross,Thalassarche melanophris
Oceana,Sooty Albatross,Phoebetria fusca
Oceana,Light-mantled Albatross,Phoebetria palpebrata
Oceana,Royal Albatross,Diomedea epomophora
Oceana,Wandering Albatross,Diomedea exulans
Oceana,Laysan Albatross,Phoebastria immutabilis
Oceana,Black-footed Albatross,Phoebastria nigripes
Oceana,Short-tailed Albatross,Phoebastria albatrus
Oceana,Wilson's Storm-Petrel,Oceanites oceanicus
Oceana,Gray-backed Storm-Petrel,Garrodia nereis
Oceana,White-faced Storm-Petrel,Pelagodroma marina
Oceana,White-bellied Storm-Petrel,Fregetta grallaria
Oceana,New Zealand Storm-Petrel,Fregetta maoriana
Oceana,Black-bellied Storm-Petrel,Fregetta tropica
Oceana,Polynesian Storm-Petrel,Nesofregetta fuliginosa
Oceana,Fork-tailed Storm-Petrel,Hydrobates furcatus
Oceana,Leach's Storm-Petrel,Hydrobates leucorhous
Oceana,Swinhoe's Storm-Petrel,Hydrobates monorhis
Oceana,Band-rumped Storm-Petrel,Hydrobates castro
Oceana,Matsudaira's Storm-Petrel,Hydrobates matsudairae
Oceana,Tristram's Storm-Petrel,Hydrobates tristrami
Oceana,Southern Giant-Petrel,Macronectes giganteus
Oceana,Northern Giant-Petrel,Macronectes halli
Oceana,Northern Fulmar,Fulmarus glacialis
Oceana,Southern Fulmar,Fulmarus glacialoides
Oceana,Antarctic Petrel,Thalassoica antarctica
Oceana,Cape Petrel,Daption capense
Oceana,Snow Petrel,Pagodroma nivea
Oceana,Kerguelen Petrel,Aphrodroma brevirostris
Oceana,Great-winged Petrel,Pterodroma macroptera
